ngram freq
eye_empire_with_ballz 1
empire_with_ballz_deluxe 1
with_ballz_deluxe_p.m 1
ballz_deluxe_p.m_machine 1
deluxe_p.m_machine_shop 1
p.m_machine_shop_dort 1
machine_shop_dort_hwy 1
shop_dort_hwy_flint 1
dort_hwy_flint_and 1
hwy_flint_and_older 1
flint_and_older_ages 1
jason_patton's_rbi_single 1
patton's_rbi_single_in 1
rbi_single_in_the 1
single_in_the_third 1
in_the_third_gave 1
the_third_gave_the 1
third_gave_the_rascals 1
gave_the_rascals_a 1
the_rascals_a_lead 1
rascals_a_lead_and 1
a_lead_and_made 1
lead_and_made_florence 1
and_made_florence_pay 1
made_florence_pay_for 1
florence_pay_for_allowing 1
pay_for_allowing_leadoff 1
for_allowing_leadoff_batter 1
allowing_leadoff_batter_danny 1
leadoff_batter_danny_sawyer 1
batter_danny_sawyer_to 1
danny_sawyer_to_reach 1
sawyer_to_reach_on 1
to_reach_on_a 1
reach_on_a_fielding 1
on_a_fielding_error 1
whenever_i_write_a 1
i_write_a_play 1
write_a_play_i'm 1
a_play_i'm_always 1
play_i'm_always_like 1
i'm_always_like_who 1
always_like_who_is 1
like_who_is_the 1
who_is_the_best 1
is_the_best_partner 1
the_best_partner_says 1
best_partner_says_the 1
partner_says_the_u.s 1
says_the_u.s_born 1
the_u.s_born_zimbabwe-raised 1
u.s_born_zimbabwe-raised_gurira 1
born_zimbabwe-raised_gurira_whose 1
zimbabwe-raised_gurira_whose_sunny 1
gurira_whose_sunny_slightly 1
whose_sunny_slightly_proper 1
sunny_slightly_proper_accent 1
slightly_proper_accent_reflects 1
proper_accent_reflects_the 1
accent_reflects_the_british-style 1
reflects_the_british-style_education 1
the_british-style_education_she 1
british-style_education_she_received 1
education_she_received_in 1
she_received_in_africa 1
received_in_africa_emily 1
in_africa_emily_was 1
africa_emily_was_immediately 1
emily_was_immediately_at 1
was_immediately_at_the 1
immediately_at_the_top 1
at_the_top_of 1
the_top_of_the 1
top_of_the_list 1
of_the_list_i 1
the_list_i_just 1
list_i_just_felt 1
i_just_felt_like 1
just_felt_like_it 1
felt_like_it_was 1
like_it_was_something 1
it_was_something_that 1
was_something_that_she 1
something_that_she_would 1
that_she_would_understand 1
she_would_understand_and 1
would_understand_and_take 1
understand_and_take_to 1
and_take_to_and 1
take_to_and_nurture 1
to_and_nurture_and 1
and_nurture_and_helm 1
nurture_and_helm_in 1
and_helm_in_a 1
helm_in_a_way 1
in_a_way_that 1
a_way_that_i 1
way_that_i_could 1
that_i_could_trust 1
the_restricted_free-agent_pool 1
restricted_free-agent_pool_always 1
free-agent_pool_always_has 1
pool_always_has_more 1
always_has_more_youth 1
has_more_youth_and 1
more_youth_and_potential 1
youth_and_potential_but 1
and_potential_but_also 1
potential_but_also_can 1
but_also_can_be 1
also_can_be_a 1
can_be_a_dead 1
because_their_teams_can 1
their_teams_can_match 1
teams_can_match_any 1
can_match_any_offer 1
match_any_offer_just 1
any_offer_just_as 1
offer_just_as_phoenix 1
just_as_phoenix_could 1
as_phoenix_could_for 1
phoenix_could_for_brooks 1
could_for_brooks_or 1
for_brooks_or_robin 1
brooks_or_robin_lopez 1
or_robin_lopez_the 1
robin_lopez_the_game 1
lopez_the_game_of 1
the_game_of_extending 1
game_of_extending_an 1
of_extending_an_offer 1
extending_an_offer_sheet 1
an_offer_sheet_and 1
offer_sheet_and_waiting 1
sheet_and_waiting_for 1
and_waiting_for_a 1
waiting_for_a_team's 1
for_a_team's_response 1
a_team's_response_can 1
team's_response_can_paralyze 1
response_can_paralyze_other 1
can_paralyze_other_business 1
paralyze_other_business_in 1
other_business_in_a 1
business_in_a_fast-moving 1
in_a_fast-moving_july 1
the_efforts_have_been 1
efforts_have_been_underway 1
have_been_underway_for 1
been_underway_for_some 1
underway_for_some_time 1
for_some_time_golembeski 1
some_time_golembeski_added 1
we're_all_glad_it's 1
all_glad_it's_over 1
glad_it's_over_fortunately 1
it's_over_fortunately_the 1
over_fortunately_the_rain 1
fortunately_the_rain_that 1
the_rain_that_clogged 1
rain_that_clogged_up 1
that_clogged_up_much 1
clogged_up_much_of 1
up_much_of_the 1
much_of_the_sunset 1
of_the_sunset_highway 1
the_sunset_highway_and 1
sunset_highway_and_parts 1
highway_and_parts_of 1
and_parts_of_out 1
parts_of_out_of 1
of_out_of_vancouver 1
out_of_vancouver_won't 1
of_vancouver_won't_be 1
vancouver_won't_be_back 1
won't_be_back_at 1
be_back_at_quitting 1
back_at_quitting_time 1
for_some_voters_not 1
some_voters_not_being 1
voters_not_being_dennis 1
not_being_dennis_kucinich 1
being_dennis_kucinich_will 1
dennis_kucinich_will_be 1
kucinich_will_be_good 1
will_be_good_enough 1
be_good_enough_said 1
good_enough_said_sharkey 1
enough_said_sharkey_a 1
said_sharkey_a_former 1
sharkey_a_former_plain 1
a_former_plain_dealer 1
former_plain_dealer_editorial 1
plain_dealer_editorial_page 1
dealer_editorial_page_editor 1
editorial_page_editor_who 1
page_editor_who_is 1
editor_who_is_not 1
who_is_not_working 1
is_not_working_for 1
not_working_for_either 1
working_for_either_candidate 1
for_either_candidate_but 1
either_candidate_but_she 1
candidate_but_she_has 1
but_she_has_a 1
she_has_a_very 1
has_a_very_small 1
a_very_small_window 1
very_small_window_to 1
small_window_to_get 1
window_to_get_out 1
to_get_out_there 1
get_out_there_and 1
out_there_and_meet 1
there_and_meet_voters 1
and_meet_voters_plus 1
meet_voters_plus_she 1
voters_plus_she_is 1
plus_she_is_handicapped 1
she_is_handicapped_due 1
is_handicapped_due_to 1
handicapped_due_to_the 1
due_to_the_winter 1
to_the_winter_months 1
the_winter_months_without 1
winter_months_without_any 1
months_without_any_big 1
without_any_big_festivals 1
any_big_festivals_or 1
big_festivals_or_fairs 1
hitchcock_would_like_to 1
would_like_to_see 1
like_to_see_improvement 1
to_see_improvement_in 1
see_improvement_in_one 1
improvement_in_one_area 1
in_one_area_of 1
one_area_of_sobotka's 1
area_of_sobotka's_offensive 1
of_sobotka's_offensive_game 1
sobotka's_offensive_game_he 1
offensive_game_he_had 1
game_he_had_shots 1
he_had_shots_on 1
had_shots_on_goal 1
shots_on_goal_this 1
on_goal_this_season 1
goal_this_season_and 1
this_season_and_missed 1
season_and_missed_shots 1
and_missed_shots_before 1
missed_shots_before_wednesday 1
blanchard_has_gamely_agreed 1
has_gamely_agreed_to 1
gamely_agreed_to_interviews 1
agreed_to_interviews_about 1
to_interviews_about_the 1
interviews_about_the_humiliating 1
about_the_humiliating_incident 1
the_humiliating_incident_if 1
humiliating_incident_if_i 1
incident_if_i_can 1
if_i_can_get 1
i_can_get_some 1
can_get_some_good 1
get_some_good_publicity 1
some_good_publicity_for 1
good_publicity_for_bowling 1
publicity_for_bowling_out 1
for_bowling_out_if 1
bowling_out_if_it 1
out_if_it_it 1
if_it_it_would 1
it_it_would_be 1
it_would_be_great 1
would_be_great_he 1
be_great_he_said 1
yet_tolls_have_gone 1
tolls_have_gone_up 1
have_gone_up_and 1
gone_up_and_our 1
up_and_our_governor 1
and_our_governor_still 1
our_governor_still_wants 1
governor_still_wants_more 1
still_wants_more_â 1
wants_more_â_to 1
more_â_to_extend 1
â_to_extend_the 1
to_extend_the_current 1
extend_the_current_percent 1
the_current_percent_sales 1
current_percent_sales_tax 1
percent_sales_tax_to 1
sales_tax_to_gasoline 1
tax_to_gasoline_and 1
to_gasoline_and_perhaps 1
gasoline_and_perhaps_to 1
and_perhaps_to_add 1
perhaps_to_add_another 1
to_add_another_percent 1
add_another_percent_hike 1
another_percent_hike_in 1
percent_hike_in_the 1
hike_in_the_sales 1
in_the_sales_tax 1
the_sales_tax_which 1
sales_tax_which_he 1
tax_which_he_raised 1
which_he_raised_percent 1
he_raised_percent_just 1
raised_percent_just_four 1
percent_just_four_years 1
just_four_years_ago 1
four_years_ago_all 1
years_ago_all_this 1
ago_all_this_is 1
all_this_is_said 1
this_is_said_to 1
is_said_to_be 1
said_to_be_necessary 1
to_be_necessary_so 1
be_necessary_so_that 1
necessary_so_that_we 1
so_that_we_can 1
that_we_can_meet 1
we_can_meet_transportation 1
can_meet_transportation_needs 1
meet_transportation_needs_for 1
transportation_needs_for_bridges 1
needs_for_bridges_and 1
for_bridges_and_roads 1
bridges_and_roads_oh 1
and_roads_oh_and 1
roads_oh_and_gov 1
oh_and_gov_martin 1
and_gov_martin_o'malleyalso 1
gov_martin_o'malleyalso_wants 1
martin_o'malleyalso_wants_to 1
o'malleyalso_wants_to_increase 1
wants_to_increase_the 1
to_increase_the_flush 1
increase_the_flush_tax 1
the_flush_tax_to 1
flush_tax_to_save 1
tax_to_save_the 1
to_save_the_chesapeake 1
save_the_chesapeake_bay 1
the_chesapeake_bay_a 1
chesapeake_bay_a_cause 1
bay_a_cause_that 1
a_cause_that_has 1
cause_that_has_become 1
that_has_become_a 1
has_become_a_black 1
become_a_black_hole 1
a_black_hole_for 1
black_hole_for_money 1
hole_for_money_pouring 1
for_money_pouring_into 1
money_pouring_into_annapolis 1
pouring_into_annapolis_without 1
into_annapolis_without_much 1
annapolis_without_much_of 1
without_much_of_a 1
much_of_a_demonstrable 1
of_a_demonstrable_result 1
workday_is_an_epa 1
is_an_epa_percent 1
an_epa_percent_green 1
epa_percent_green_power 1
percent_green_power_purchaser 1
green_power_purchaser_and 1
power_purchaser_and_its 1
purchaser_and_its_internal 1
and_its_internal_green 1
its_internal_green_team 1
internal_green_team_focuses 1
green_team_focuses_on 1
team_focuses_on_earth-friendly 1
focuses_on_earth-friendly_solutions 1
on_earth-friendly_solutions_in 1
earth-friendly_solutions_in_everyday 1
solutions_in_everyday_professional 1
in_everyday_professional_and 1
everyday_professional_and_personal 1
professional_and_personal_activities 1
and_personal_activities_workday 1
personal_activities_workday_ranked 1
activities_workday_ranked_tops 1
workday_ranked_tops_in 1
ranked_tops_in_the 1
tops_in_the_midsize 1
in_the_midsize_business 1
the_midsize_business_category 1
â_kudos_to_the 1
kudos_to_the_new 1
to_the_new_orleans 1
the_new_orleans_hornets 1
new_orleans_hornets_who 1
orleans_hornets_who_beat 1
hornets_who_beat_golden 1
who_beat_golden_state 1
beat_golden_state_last 1
golden_state_last_night 1
state_last_night_to 1
last_night_to_climb 1
night_to_climb_into 1
to_climb_into_a 1
climb_into_a_tie 1
into_a_tie_with 1
a_tie_with_sacramento 1
tie_with_sacramento_at 1
with_sacramento_at_sure 1
sacramento_at_sure_they 1
at_sure_they_are 1
sure_they_are_still 1
they_are_still_tied 1
are_still_tied_for 1
still_tied_for_the 1
tied_for_the_worst 1
for_the_worst_record 1
the_worst_record_in 1
worst_record_in_the 1
record_in_the_west 1
in_the_west_but 1
the_west_but_the 1
west_but_the_hornets 1
but_the_hornets_are 1
the_hornets_are_finishing 1
hornets_are_finishing_strong 1
are_finishing_strong_winning 1
finishing_strong_winning_six 1
strong_winning_six_of 1
winning_six_of_their 1
of_their_last_eight 1
their_last_eight_new 1
last_eight_new_orleans 1
eight_new_orleans_won 1
new_orleans_won_despite 1
orleans_won_despite_coach 1
won_despite_coach_monty 1
despite_coach_monty_williams 1
coach_monty_williams_using 1
monty_williams_using_his 1
williams_using_his_27th 1
using_his_27th_different 1
his_27th_different_starting 1
27th_different_starting_lineup 1
different_starting_lineup_of 1
starting_lineup_of_the 1
lineup_of_the_season 1
of_the_season_the 1
the_season_the_times-picayune's 1
season_the_times-picayune's_john 1
the_times-picayune's_john_reid 1
times-picayune's_john_reid_reports 1
â_the_recipient_has 1
the_recipient_has_to 1
recipient_has_to_complain 1
has_to_complain_and 1
to_complain_and_we 1
complain_and_we_donâ’t 1
and_we_donâ’t_know 1
we_donâ’t_know_if 1
donâ’t_know_if_she 1
know_if_she_did 1
if_she_did_â 1
she_did_â_gordon 1
did_â_gordon_said 1
â_gordon_said_â 1
gordon_said_â_and 1
said_â_and_itâ’s 1
â_and_itâ’s_a 1
and_itâ’s_a_photo 1
itâ’s_a_photo_of 1
a_photo_of_a 1
photo_of_a_shirtless 1
of_a_shirtless_man 1
a_shirtless_man_â 1
of_discussion_it_does 1
discussion_it_does_not 1
it_does_not_represent 1
does_not_represent_any 1
not_represent_any_kind 1
represent_any_kind_of 1
any_kind_of_sexual 1
kind_of_sexual_context 1
of_sexual_context_i 1
sexual_context_i_see 1
context_i_see_stuff 1
i_see_stuff_all 1
see_stuff_all_the 1
stuff_all_the_time 1
all_the_time_and 1
the_time_and_this 1
time_and_this_isnâ’t 1
and_this_isnâ’t_it.â 1
â_œchico_ritaâ_is 1
œchico_ritaâ_is_an 1
ritaâ_is_an_evocative 1
is_an_evocative_tribute 1
an_evocative_tribute_to 1
evocative_tribute_to_postwar 1
tribute_to_postwar_usa 1
to_postwar_usa_from 1
postwar_usa_from_its 1
usa_from_its_prosperity 1
from_its_prosperity_artistic 1
its_prosperity_artistic_vitality 1
prosperity_artistic_vitality_and 1
artistic_vitality_and_can-do 1
vitality_and_can-do_energy 1
and_can-do_energy_to 1
can-do_energy_to_the 1
energy_to_the_social 1
to_the_social_problems 1
the_social_problems_of 1
social_problems_of_racial 1
problems_of_racial_segregation 1
of_racial_segregation_and 1
racial_segregation_and_political 1
segregation_and_political_blacklisting 1
and_political_blacklisting_the 1
political_blacklisting_the_soundtrack 1
blacklisting_the_soundtrack_is 1
the_soundtrack_is_mainly 1
soundtrack_is_mainly_composed 1
is_mainly_composed_and 1
mainly_composed_and_performed 1
composed_and_performed_by 1
and_performed_by_grammy-winning 1
performed_by_grammy-winning_cuban 1
by_grammy-winning_cuban_pianist 1
grammy-winning_cuban_pianist_bebo 1
cuban_pianist_bebo_valdes 1
pianist_bebo_valdes_and 1
bebo_valdes_and_also 1
